,titles,starRatings,monthOfTravel,yearOfTravel,author,reviews,dateResp,managers,responses
1306,Very outdated dirty place,1,5,2020,edwardl0pez,"I have stayed at this place in the past, it was a so-so experience and well I thought I would try it again. remembering the last experience or stay I asked for a suite...well not much of a suite the room was dingy and I keep triping on the uneven old manufactured flooring, the internet wasn't working so they had to sign me in on their private one, i go into the room and there dead bugs all over....late at night I realize the door closes but doesn't locks so I slept on the edge a little-they did fix it the next day. I court yard looks like an abandoned place with chairs turned over and left over drinks/food and filled up ash trays all over.....I understand the situation with the Covid but if they decided to stay ope...my god keep the place up for the people that are showing up.! BTW the breakfast is horrible…","Responded Jun 2, 2020","Response from Cecy Huerta, Agency / Consultant at Best Western Plus Chihuahua AeropuertoResponded Jun 2, 2020","Estimado Sr. Eduardo:  Quiero expresarle nuestro agradecimiento por completar la Encuesta de Huéspedes, sobre su reciente estancia en nuestro hotel.  En nombre de todo nuestro equipo, me gustaría disculparme por no cumplir con sus expectativas. Su satisfacción es importante para nosotros y utilizaremos sus comentarios y opiniones para implementar mejoras y asegurarnos de que en el futuro ofreceremos una mejor y más agradable experiencia a todos nuestros huéspedes.  Espero que considere alojarse de nuevo con nosotros de forma que tengamos otra oportunidad para ofrecerle una experiencia superior y poder saludarlo.  Si personalmente puedo serle de utilidad para cualquier asunto relacionado con el hotel, no dude en contactarme al +52-614-420-90-00.  Atentamente,  MICHEL CARRILLO Gerente de Operaciones Best Western Cumbres Aeropuerto"
1307,Excellent Service and very clean and nice room.,5,1,2020,Sightseer617645,Excellent Service and very nice and clean rooms. The breakfast is excellent. It is the best experience I have had in a hotel in Mexico. The personnel was very friendly and kind. They are very professionals. ,"Responded Jan 27, 2020","Response from ACHG19, Front Office Manager at Best Western Plus Chihuahua AeropuertoResponded Jan 27, 2020",Gracias por completar la encuesta de sasisfaccion. Su preferencia es muy importante para nosotros.  Valoramos y escuchamos sus comentarios ya que nos sirven para mejorar. Esperamos tenerlo nuevamente con nosotros.  
1308,Trip to creel,5,1,2020,Elena S,"On our way home from creel we stayed at this hotel for one night and the staff was helpful, our room was clean and spacious, breakfast was excellent with plenty of options and the internet was the best!","Responded Jan 4, 2020","Response from ACHG19, General Manager at Best Western Plus Chihuahua AeropuertoResponded Jan 4, 2020","Estimado/a  Quiero expresarle nuestro agradecimiento por completar la Encuesta de Huéspedes, sobre su reciente estancia en nuestro hotel.  Su preferencia es muy importante para nosotros y valoramos sus opiniones y comentarios. Al indicarnos lo que le gustó sobre su estancia y poder ofrecer una mejor y más agradable experiencia tanto para Ud. como para cada uno de nuestros huéspedes. Esperamos tenerlo de nuevo entre nosotros.  Si personalmente puedo serle de utilidad para cualquier asunto relacionado con el hotel, no dude en contactarme al +52-614-420-90-00.  Gracias de nuevo por el tiempo que nos ha dedicado al completar la encuesta. Apreciamos y valoramos su fidelidad a nuestra Marca.  Atentamente,  Lic. Roberto Ramírez Gerente de Operaciones Best Western Cumbres Aeropuerto"
1309,Great hotel!,5,12,2019,Monica A,"Rooms were clean and comfy...I have stayed at alot of hotels in Mexico and this ranks with the higher fating hotels. The breakfast was phenominal. The location was perfect for me and my family. I guess if I had to offer any constructive feedback is the pool lacked cleanliness, and this helos wirh the overall ambiance of the very nice hotel.I have could have easily thought I was in a 5 star hilton if it not were for the dirty looking pool.","Responded Dec 26, 2019","Response from ACHG19, Manager at Best Western Plus Chihuahua AeropuertoResponded Dec 26, 2019","Gracias por completar la encuesta de satisfacción, su preferencia es muy importante para nosotros.   Valoramos y escuchamos sus comentarios, para brindar un mejor servicio en el futuro.   "
1310,Wife’s Birthday,5,12,2019,Krzysztof O,"Book a 2 night stay at the Best Western Airport.  Very nice hotel, clean, great staff and good food.  Breakfast buffet included.  They also have a menu during breakfast that is included with the buffet.  Safe neighborhood during the day, walking distance to Walmart for shopping. Close to airport.  $5 Uber ride.","Responded Dec 20, 2019","Response from ACHG19, Manager at Best Western Plus Chihuahua AeropuertoResponded Dec 20, 2019","Gracias por completar la encuesta, su opinión es muy importante para nosotros y valoramos sus comentarios.   Esperamos volver a verlo pronto. "
1311,"Great Hotel, my family enjoyed the stay",5,9,2018,Diana T,"We had an excellent experience, we stayed for one night. We were offered a free beer at the bar, for all the customers upon arrival in the afternoon. We had dinner at the restaurant and the meal was delicious and cheap, way cheaper than the expected, thou I asked for wine and the selection was definitely not the very best, they tried their best to offer something good to me. We learnt the hotel is best known for it hot breakfast buffet, which was well served. Tha hotel has a pool, which due to my travel time restriction didn't get to use but I would recommended as it's located in the middle ofa beautiful garden. It's a incredibly large hotel and the staff is friendly. The only hiccup was the business center which was useless.","Responded Sep 6, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 6, 2018","Dear guest, thank you very much for your comments, the objective of all of us who work in the hotel is to achieve the full satisfaction of our guests, the feedback that makes us please to share allows us to work on our failures and try to be better, receive a best regads from all the hotel staff."
1312,Horrible experience,2,5,2018,Jocelyn R,"I stayed at this hotel for 4 nights and hated it.  Let’s start with the HORRIBLE customer service at the front reception. There was an older male the night we got there and he was very rude, would look at the watch when we were taking out our cards to pay.  The room was clean, but the restroom was not flushing. We called the front desk to report it and they did send someone the next day to fix it. However, the water would get trapped on the restroom sink and on the shower. This was sooo gross! I wanted to throw up every morning.  I was going to request a different room but my friend told me that she was having the same problem in her room, so I assume this is an issue with the hotel. This hotel is super old, so that might have something to do.   The only good thing was the pool, which was clean and good sized. …","Responded Sep 15, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 15, 2018","I offer you an apology for the bad experience in the hotel, we are working to improve the facilities, and we will take action with the service since the objective of all of us who work in the hotel is to offer a quality service and people who do not can not be part of the team, thanks for the feedback that gives us this allows us to work in our areas of opportunity,  Regards"
1313,Good option for work ,4,10,2017,RodrigoSigal,Excellent choice for one night. King size bed was excellent and internet was awesome. The food was just ok and service was a bit slow at check in.   Nice pool and parking is available. Excellent size and clean room. ,"Responded Sep 15, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 15, 2018","Dear guest, thank you very much for your comments, the objective of all of us who work in the hotel is to achieve the full satisfaction of our guests, the feedback that makes us please to share allows us to work on our failures and try to be better, receive a best regads from all the hotel staff."
1314,Enjoyed my stay,5,10,2017,Dayne D,Very nice hotel. The staff are very friendly. None of the staff I talked to spoke English. The breakfast buffet was fantastic. All you can eat for less than $5. They have a nice pool and courtyard. There's a workout room and business center.,"Responded Sep 15, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 15, 2018","Dear guest, thank you very much for your comments, the objective of all of us who work in the hotel is to achieve the full satisfaction of our guests, the feedback that makes us please to share allows us to work on our failures and try to be better, receive a best regads from all the hotel staff."
1315,Great Place,5,10,2017,Traveler16121973,The breakfast is what we all praise in our company. The service is excellent and the rooms very good. A place where locals rent to have their special events  I recommend this place  Keep in mind there's no elevators  But great air conditioning in rooms,"Responded Sep 15, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 15, 2018","Dear guest, thank you very much for your comments, the objective of all of us who work in the hotel is to achieve the full satisfaction of our guests, the feedback that makes us please to share allows us to work on our failures and try to be better, receive a best regads from all the hotel staff."
1316,Run of the mill hotel,3,8,2017,Sibarita66,"This hotel is one of the classic fixtures in Chihuahua. It used to be among the best but now..... let's summarize  PROs -great location, near to many touristic attractions -Traditional feel -good overall service  CONs -the restaurant used to be a classic, but now it has taken a downturn -AC varies from room to room -Front desk service is slow  For the price it is difficult to find a better bargain but dont expect top service.","Responded Sep 15, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 15, 2018","Dear guest, thank you very much for your comments, the objective of all of us who work in the hotel is to achieve the full satisfaction of our guests, the feedback that makes us please to share allows us to work on our failures and try to be better, receive a best regads from all the hotel staff."
1317,Good hotel for business and family,4,5,2017,Jose L,"Located in a very good place when traveling by car, so you can go north or south quickly from the city. Restaurant service a little slow and with not so many knowledge of the menu.  Clean room and good amenities in the room. Good A/C and TV.","Responded Sep 15, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 15, 2018","Dear guest, thank you very much for your comments, the objective of all of us who work in the hotel is to achieve the full satisfaction of our guests, the feedback that makes us please to share allows us to work on our failures and try to be better, receive a best regads from all the hotel staff."
1318,"Good, except for check-in",3,5,2017,VictorH070,The hotel is a little dated but is a good stay if you can book it a reasonable price. Except I made a reservation thru TripAdvisor and when arrived they couldn't find the reservation and I had to wait there for like 20 mins to check in until finally the desk personnel finally asked somebody on the phone and they checked me in. Of course they told me they would still had to find and check the reservation and if any problems they would call me to my room...,"Responded Sep 15, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 15, 2018","Dear guest, thank you very much for your comments, the objective of all of us who work in the hotel is to achieve the full satisfaction of our guests, the feedback that makes us please to share allows us to work on our failures and try to be better, receive a best regads from all the hotel staff."
1319,A quite unique place,4,3,2017,Covarrubias-Gomez,"This is a unique hotel. Buffet as breakfast and dinner is great and inexpensive. This venue have some amenities as a pool table, a little bar, and a little gym. They have some areas to sit and meditate. Nice gardens, and it is close to downtown.","Responded Sep 15, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 15, 2018","Dear guest, thank you very much for your comments, the objective of all of us who work in the hotel is to achieve the full satisfaction of our guests, the feedback that makes us please to share allows us to work on our failures and try to be better, receive a best regads from all the hotel staff."
1320,Hotel is dated but service is good,4,1,2017,David L,"We had a 4 night stay during the Christmas holidays.  The hotel was pretty full with lots of families travelling to see their loved ones in Mexico.    Room  We stayed in a room with 2 queen beds.  The room was clean, the beds were firm but comfortable and long enough to fit a 6'3"" man.  The furniture is dated but the walls, TV and everything else has been updated.  The room had a side door that connected to the room next door.  However, if someone is staying next door, you will be able to hear them.  That's why I recommend the rooms that are in the back of the hotel.  They assign less people there so it's quieter.  One day early in the morning however, the cleaning ladies knocked at our door to ask us if we needed any laundry washed.  After we put the ""Do not Disturb"" sign on the door, they stopped leaving coffee (our room number was 108).  Restaurant  The restaurant has a delicious breakfast buffet which I highly recommend.  They serve chilaquiles, made to order eggs, pancakes, yogurt, granola, fruit, menudo, beans, coffee, fresh squeezed orange juice, milk, etc.  Bar  I ordered a Michelada and the barman brought out all of the ingredients so that I could make it.  He also said that the bar closes at 11 pm, however, the hotel's website and the security guard told me that it closes at midnight.  My suggestion is that the barman needs to be sent to barman school to learn how to make mixed drinks.  Grounds  The grounds were clean and green.  The swimming pool is about 10 yards long and 4 yards wide which is a good size pool.  They even have security guards that only let guests park in the parking lot.  I loved having that extra piece of mind knowing that my vehicle has being watched 24/7.  Reception  Check in and check out was fast and easy.   Outstanding Employees  We appreciate the service with a smile that we received from one of the reception employees.  I don't know her name but she is middle aged, has gray hair and wears a pony tail.  Also the manager of the restaurant / bar took the time to come check on us to see if we needed anything else from the bar and was always walking around to make sure that service and cleanliness were top notch.  Taxis  If you need a taxi, I suggest that you download the Uber app and register. Ubers cost about half as much as regular taxis.  Also, the hotel has a shuttle that will take you to nearby places if you just ask.  Pets  No pets are allowed.  Overall we enjoyed our stay.  We appreciate how the employees went out of their way to be friendly with us and we look forward to returning in the future.…","Responded Sep 15, 2018","Response from Edmee G, Gerente at Casa Grande ChihuahuaResponded Sep 15, 2018","Dear guest, thank you very much for your comments, the objective of all of us who work in the hotel is to achieve the full satisfaction of our guests, the feedback that makes us please to share allows us to work on our failures and try to be better, receive a best regads from all the hotel staff."
1321,Tiny rooms.  Good Value.,4,2,2018,2kornsontherun,"We had previously stayed at an IBIS in Los Mochis, so we were a bit better prepared for what to expect from this hotel brand.  The staff was very friendly and check in was very easy.  The room is very small as expected, but certainly clean.  You only get one bath towel per person (no wash cloth or hand towel).  A recommendation to the hotel would be to provide a simple hand towel and/or washcloth as well so one can dry their hands after washing them.  The included breakfast was a buffet style and actually quite good.  The location of the hotel was also good, only about 2 miles or so from the historical center of town where most of the museums and tourist attractions are.  Overall, excellent value, especially if you are only staying a night or two.  Their check out time is quite late (1PM) which was very convenient for us as our flight wasn’t until the afternoon.  Would recommend this hotel.…","Responded Feb 26, 2018","Response from Miguel O, Manager at ibis Chihuahua HotelResponded Feb 26, 2018","Dear Guest,  Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!  Sincerely,  Miguel Ordoñez M. Gerente General"
1322,Overpriced for the overall condition and amenities,3,1,2018,ErikaEkantika,"We wouldn't stay again in this hotel, but if this is your only option for staying downtown Chihuahua, or you can't find something affordable, this is an okay option.   Location: You need to walk about 15-20 minutes to get downtown, which makes it not too convenient for a night walk, also because the neighborhood didn't feel safe after dark.  The room: it was a little bit small, but if it's good enough for a short stay.  There were no hand towels and no hooks to hang any towel. The heater didn't work, and we stayed in January, so it was a bit uncomfortable since the room was cold.  I don't know how it would be to stay there in the summer.  In general, the room didn't seem to be very clean, as the night tables had some stains on them.","Responded Feb 28, 2018","Response from Miguel O, General Manager at ibis Chihuahua HotelResponded Feb 28, 2018","Dear Guest,  Thank you for taking the time to share your feedback. While I wish you had a better experience, it is feedback like this that we learn from and use to improve. We work hard to deliver an exceptional guest experience, and it's apparent in this case that we fell short. If you give us a chance to earn back your trust, I can assure you that we will do our best to give you the great hotel experience that so many of our guests have grown so fond of.  Sincerely,  Miguel Ordoñez M. Gerente General"
1323,Very nice stay!,5,5,2017,Janet K,"My stay was perfect. The staff was friendly, accommodating and professional. My room was on the small side, but it was very well designed, and comfortable. It reminded me of European hotels. It was my first time in this chain and I will definitely look for their hotels as I travel in Mexico. ","Responded May 31, 2017","Response from Miguel O, General Manager at ibis Chihuahua HotelResponded May 31, 2017","Dear Mrs Janet,  We very much appreciate your comments regarding your stay at the ibis Chihuahua.   It is always a pleasure to receive positive feedback. I will share your comments with our team. I am sure that this feedback will serve as an encouragement to all of our staff as we strive to continuously improve the quality of our services.  Thank you again for sharing your experience, and we hope your next visit will be as pleasant as the previous one.  Sincerely,  Miguel Ordoñez M. Gerente General"
1324,Don't stay here!,1,3,2017,casiopeja,"I booked one night in this hotel via booking.com as we needed only one night before heading to canyon. Not only I was not happy with the room, I knew it was going to be basic - but it was dirty - hair everywhere, in the sink, floor, ON THE TOWEL! And also by the bed side shelf - needles to say it was awfully disgusting! We were there only one night so decided we can live with that. We checked out at 5am next morning to get to the chepe train, paid and left without the breakfast.  However few days later when I returned home and checked my account I noticed the hotel did already take money from my account (they took the details from the card that was used to book it on booking.com) a DAY BEFORE we even checked in!!! And then on a day of our check out they charged us again on a different credit card!  Since then I have been trying to call them numerous times to try get the money back, once they told me they charged us twice because in the system it looks like we stayed two nights! And they were not able to do anything despite the fact I sent them photos and copies of receipts etc. I sent another 4 emails with all details and no one got back to me (they promise 48h turnaround and it's been a week now). I sense they are playing dumb to just keep the money. I'm hoping maybe I'll get management attention this way here at least.  Stay somewhere else to avoid the disappointment.  …","Responded Apr 23, 2017","Response from Miguel O, Manager at ibis Chihuahua HotelResponded Apr 23, 2017",.
1325,"Everything you need! Good, modern clean room, economical, everything works and Dog Friendly!",4,1,2017,daddyogrande,"One would think dog friendly would be a given in a city called Chihuahua, but it's very difficult. There are others but this is the least expensive and he most modern one I've found. This was my third stay and the staff is always very friendly and the rooms are always nice. 200 peso charge for the dog (US$10), but even with that it's still the best price in town. Conveniently located next to an Oxxo and a bank in the same parking lot. The breakfast is fine, but there are better restaurants in Chihuahua for dinner. I have noticed that the room heat seems to have a limit on how high it will warm the room and on one visit it was extremely cold. If it wasn't for that, I would give it 5 stars instead of 4.","Responded Jan 23, 2017","Response from Ricardo U, General Manager at ibis Chihuahua HotelResponded Jan 23, 2017","Dear Guest,  Thank you for the great review of our hotel! We are glad that you enjoyed your stay and hope to see you again very soon.  Sincerely,  Miguel Ordoñez M. Gerente General"
1326,"Great location, great suites!",5,7,2019,Getaway07821016147,"Room overall is very nice, floors can use a good mop. Hot water never runs out which is great, shower glass should be wider so that water does not splash onto floor. Cleaning staff should leave more towels and spare roll of tissue paper. AC omg works super awesome! Highly recommended.","Responded Jul 23, 2019","Response from Joanna R, Guest Relations Manager at Extended Suites Chihuahua La JuventudResponded Jul 23, 2019","Dear Guest,  We are glad to know you enjoyed your stay with us. We appreciate your comments and we hope welcome you back in the future. Regards, Extended Suites. "
1327,Nice Hotel ,4,1,2018,Alidan26,"I like this hotel, It is not the first time we booked here since hotel is in a good location and I like the hot breakfast they offer. The only thing I saw in this visit is that a deep clean is required for the bedroom rug. ","Responded Sep 12, 2018","Response from Cityexpress Chi... G, Gerente at City Express ChihuahuaResponded Sep 12, 2018",Thank you for your comments. We in Hoteles CityExpress hear our guests and we will do our best to make you have a comfortable experience.
1328,One night just to sleep after driving couple hours,1,12,2016,Dav Anmed,"Ok the place is cheap 41 plus taxes 51 dlls.. But is cheap for one reason no heater... the fu..machine is not working honestly im too tired to call reception and complain... The place: average facilities, clean, ""cheap"", fast service at front desk, need to wait a couple of minutes to get acces to parking lot(door was closed)... Well, lesson learned cheap is cheap... :/","Responded Sep 13, 2018","Response from Cityexpress Chi... G, Gerente at City Express ChihuahuaResponded Sep 13, 2018",Thank you for your comments. We in Hoteles CityExpress hear our guests and we will do our best to make you have a comfortable experience. 
1329,Not worth the cheap price,2,6,2015,HugosTravels,"Small hotel, with a symbolic breakfast to say the least. Rooms are subpar with hard beads and I had never complained about the beds. You really hear all the noise nearby, definitely not for kids. On the positive side you have a lot of restaurants near by and market and a bank, so that is good, also the desk service was good.","Responded Sep 13, 2018","Response from Cityexpress Chi... G, Gerente at City Express ChihuahuaResponded Sep 13, 2018",Thank you for your comments. We in Hoteles CityExpress hear our guests and we will do our best to make you have a comfortable experience. 
1330,bad service and facilities,2,11,2013,rodriguito_viajero,"my main disappointment is regarding the service, I needed to call 4 or more times for receive my clothes from laundry services, in each time I've received the same answer from reception: ""Right now, we're going to your room"", I've gotten my clothes after 3 days. the TV , is other issue, only works appropriately 10 of 30 chanels, the other are only noice breakfast and dinner are really limited. in this winter, try to sleep with the air warm machine is not easy, you must chose or sleep frozen or sleep with the noise of the machine. maybe could be a good option for a few days, but for more than 4 days it could be uncomfortable. acceptable points: cleaning room and hotel location good points: cleaning room and hotel location","Responded Sep 13, 2018","Response from Cityexpress Chi... G, Gerente at City Express ChihuahuaResponded Sep 13, 2018",Thank you for your comments. We in Hoteles CityExpress hear our guests and we will do our best to make you have a comfortable experience.
1331,"Want clean, simple and a decent price? This is it!",4,4,2013,GerardoFoodie,"When making a quick stop in Chihuahua, I needed a convenient place, just to sleep. Place is conveniently located, clean, with friendly staff and cold beers on the house @ afternoons. Nothing fancy, but a pretty good option for a short stay.","Responded Sep 13, 2018","Response from Cityexpress Chi... G, Gerente at City Express ChihuahuaResponded Sep 13, 2018",Thank you for your comments. We in Hoteles CityExpress hear our guests and we will do our best to make you have a comfortable experience.
1332,Excellent service,4,8,2011,talimar,"The rooms are kinda on the small side, compared to what i'm used to.. however, the service cannot be out-done!  Complimentary breakfast in the morning, as well as open bar in the evening.   Unfortunatly, I worked during the time of the bar being open, so don't know if it was free, or cash-bar.  I kept one shirt and pair of jeans for my flights, and just left them on a chair as I usually do.. the first day, the housekeeper folded my jeans, and hung my shirt on the back of the chair, as well as wrapped up the cords to my cell-phone chargers!  In all my stay's, i've never had this kind of room service.  They did tend to forget that there was an American in the room, who knew no Spanish, but once I asked ""habla English?"" they were able to talk to me, and help me.  The only downside I can tell, even tho they have a shuttle van there, the van DOES NOT go to the airport.. however, there are always a couple of taxi's waiting curbside for them to flash a light and call them in.  I'm gonna say NO to airport transportation below, but only because you have to pay for the taxi, it's not a free shuttle ride.…","Responded Sep 13, 2018","Response from Cityexpress Chi... G, Gerente at City Express ChihuahuaResponded Sep 13, 2018",Thank you for your comments. We in Hoteles CityExpress hear our guests and we will do our best to make you have a comfortable experience.
1333,"Big room, no window, average breakfast ",3,2,2020,Hazel S,Stayed for 2 nights.  Best thing is the location - next to the cathedral.  The room was big with 2 double beds.  Clean.  Good shower and bathroom.  But window was onto an inner stair well. The breakfast - included in room rate - was in the bar.  Not allowed in the main restaurant for a much better buffet. Didn’t make sense. Poor coffee but good granola and muffins.  But we had to squeeze together in the small bar and had limited choice on the buffet.  Had dinner one night.  It was good and reasonably priced with friendly service.  Stay because of location and it’s clean.  ,"Responded Mar 2, 2020","Response from  , General Manager at Quality Inn ChihuahuaResponded Mar 2, 2020","Dear Guest,   Thank you for your recent stay at our property and for select us as your hotel in your trip to Chihuahua, your comments are important to us and help us to improve our service.  We appreciate your comments and let me tell you as you  saw, we are having a complete renovation of our property, we have the first remodeled rooms, don´t forget to  ask for them in your next trip to our city.  We hope to see you soon in your next trip to our city.   Jorge Barud Quality Inn San Francisco "
1334,Because of the amazing staff it should be a 5 star hotel,4,11,2019,caper1961,"While I have stayed at many 4 and 5 star hotels it was usually wasted on me because I never really used the services of any staff, my interaction usually was limited to the check in staff and if they didn't make me fill out my name and address by hand then that was perfect.  My stay at this hotel changed my mind about how attentive and helpful  staff can greatly improve your experience.  Starting with the check in, My wife and I had been travelling for about 18 hours coming from Kelowna to Vancouver to Mexico city with a 7 hour wait from midnight till 7:00 am till we boarded the plane to Chihuahua.  So when we went to check in at 9:00 am we where a little groggy, the check in people new we were on the morning train so suggested that we go right away to the restaurant and get our free breakfast.  later that day they fixed us up with an english speaking cab and later that night when I asked for a cab to a certain restaurant, he asked what kind of food did we want and made a very good suggestion that was only walking distance from the hotel. Next day my wife left her brand new I phone under the pillow when we checked out, we did not discover it until we were at the train station, called the hotel and they checked the room and sent it over in a cab because there was not enough time to travel back and catch the train.…","Responded Nov 27, 2019","Response from jbarud, General Manager at Quality Inn ChihuahuaResponded Nov 27, 2019","Dear Guest,   Thank you for your recent stay at our property and for select us as your hotel in your trip to Chihuahua, your comments are important to us and help us to improve our service.  We appreciate your comments andthis encourage us to continue doing well our job, let me tell you as you  saw, we are having a complete renovation of our property, we have the first remodeled rooms, don´t forget to  ask for them in your next trip to our city.  We hope to see you soon in your next trip to our city.   Jorge Barud Quality Inn San Francisco "
1335,avoid at all costs!,1,2,2019,rjt119,"It is a construction site and should not be renting rooms— elevator, electric and water all intermittent, everything is covered in plaster dust. Staff is understandably demoralized and underemployed. FLEE!","Responded Feb 25, 2019","Response from jbarud, General Manager at Quality Inn ChihuahuaResponded Feb 25, 2019","Dear Guest,   Thank you for your recent stay at our property and for select us as your hotel in your trip to Chihuahua, your comments are important to us and help us to improve our service.  We appreciate your comments and please accept our appologies for all the inconvenients during the renovation of lobby area, we are working hard to make it asap, we know that the results will be for your benefit, we hope you understand, we have the first floor rooms remodeled, you can ask for it when you came back.  We are waiting for your comments and hope to see you soon in your next trip to our city.   Jorge Barud General Manager Quality Inn San Francisco "
1336,As it says on the tin,4,1,2019,robertlourens,"The hotel is ok. The room was clean and comfortable. Check in was fine. They do not seem to have their own restaurant so they have an arrangement with the adjoining restaurant. Therefore if you don’t pay for an upgrade, you have to sit in a separate area where there is minimal choice and worst of all, plastic cutlery. You do feel treated in a second class manner with breakfast. The location is great, very central and right behind the cathedral. We ate at the El Rodeo, which is highly recommended.","Responded Feb 5, 2019","Response from jbarud, General Manager at Quality Inn ChihuahuaResponded Feb 5, 2019","Dear Guest,   Thank you for your recent stay at our property and for select us as your hotel in your trip to Chihuahua, your comments are important to us and help us to improve our service.  We appreciate your comments and let me tell you and as you can see, we are having a complete renovation of our property, we have the first remodeled rooms that i´m sure you will love it, you can ask for them next time you came back.  We are waiting for your comments and hope to see you soon in your next trip to our city.   Jorge Barud General Manager Quality Inn San Francisco "
1337,Don’t come here!! It is horrible!!!,1,12,2018,Trottner,"The place is ugly and dirty. The ceiling is falling down from humidity, the heating makes so much noise that it is imposible to sleep. The pillows are deformed and terrible. The rooms are so dirty that I couldn’t take off my socks. And then comes service when you arrive a horrible person receives you, he won’t help with anything. The manager is even worse. Really don’t come here. Anything is a better option. RUN!!","Responded Jan 3, 2019","Response from jbarud, General Manager at Quality Inn ChihuahuaResponded Jan 3, 2019","Dear Guest,   Thank you for your recent stay at our property and for select us as your hotel in your trip to Chihuahua, your comments are important to us and help us to improve our service.  We appreciate your comments and let me tell you and as you can see, we are having a complete renovation of our property, we have the first remodeled rooms, so you can ask for if you want to came back.  We hope to see you soon in your next trip to our city.   Jorge Barud General Manager Quality Inn San Francisco "
1338,Nice hotel friendly staff.,4,10,2018,akiernan05,"The staff were very friendly and helpful. We got one of the rooms that was recently renovated on the 1st floor. If you are staying I recommend you try and get one of the rooms that has been renovated. it was very modern, functional and spacious. The hotel do provide a free breakfast it is basic but it does the job. The hotel is located in a nice part of Chihuahua and is handy to get to most places you need to go. The WiFi is good and worked throughout the hotel.","Responded Oct 6, 2018","Response from jbarud, General Manager at Quality Inn ChihuahuaResponded Oct 6, 2018","Dear Guest  Thank you for your recent stay at our property and for select us as your hotel in your trip to Chihuahua, your comments are important to us and help us to improve our service.  We appreciate your comments about the renovation we hope you enjoy it during your stay.  We hope to saw you soon in your next trip to our city.   Jorge Barud General Manager Quality Inn San Francisco "
1339,It does not deliver,2,9,2018,mimiMexico_df,"Big rooms, well groomed.... Old furniture, old beds, ugly pillows.... Bathrooms are old but they are all functional. Free breakfast its not tasty at all....  Two elevators, one out of order, in a full hotel packed with loud teenagers.... The only thing I really appreciated was René (waiter)loving and careful service/ attention   ","Responded Sep 20, 2018","Response from jbarud, General Manager at Quality Inn ChihuahuaResponded Sep 20, 2018","Dear Guest,   Thank you for your recent stay at our property and for select us as your hotel in your trip to Chihuahua, your comments are important to us and help us to improve our service.  We appreciate your comments and were sorry about the issues we will work on them. Let me tell you and as you can see, we are having a complete renovation of our property, actually we have the first remodeled rooms so you can ask for it when you came back, we are going to change all the furniture, bathrooms, beds for your commfort.  We hope to saw you soon in your next trip to our city.   Jorge Barud General Manager Quality Inn San Francisco "
1340,Thieves,1,5,2018,Ian M,"Thieves.  Their maid left with my wife's wallet. To top off, we called the general manager who didn't even attempt to resolve the issue, a lazy and incompetent group. Didn't even offer to let us stay until their maid returned.  We told him that she has our money and credit cards but they nevertheless want us to pay in advance so that we can stay over until their maid returns to work. Stay somewhere else.","Responded Jun 1, 2018","Response from jbarud, General Manager at Quality Inn ChihuahuaResponded Jun 1, 2018","Dear Guest,   Thank you for your recent stay at our property and for select us as your hotel in your trip to Chihuahua, your comments are important to us and help us to improve our service.  We are very sorry about the issue during your stay, we supported you in what we could to clarify the matter and the authorities are already in charge.   We hope to saw you soon in your next trip to our city.   Jorge Barud General Manager Quality Inn San Francisco "
1341,Short walk into town,4,11,2015,MarkN43,"Comfy rooms and only a 10 minute walk to the centre. Helpful front desk and restaurant as well as a nice pool. A good budget option, there is a nice bar next door. Make sure you visit the Pancho Villa house and take the chepe train!","Responded Nov 9, 2015","Response from Andrei K, Manager at HM MiradorResponded Nov 9, 2015","Dear Mark,   Thank you very much for you review and we are glad you had a nice stay at our hotel. At Best Western, we are committed to prividing the best service to our customers.  We are in fact a short walk from the city center without actually being in the city center. This way you get the best of both worlds, being close enough to the attractions but far enough from the noise and traffic.  Thank you very much once again and hope to see you again soon.   Andrei"
